,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,sale_month,sale_week,sale_year,latitude,longitude,deucli_k1,deucli_k2,deucli_k3,deucli_k4,deucli_k5,deucli_k6,deucli_k7,deucli_k8,deucli_k9,deucli_k10,SALE PRICE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,APARTMENT NUMBER,ZIP CODE,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE
36,2,0,2,1692,1899,1942,6,22,2017,0.9309055434597298,0.6339267849955377,0.1720437924949601,0.3074451672983309,0.4167427965143082,0.22739969423364564,0.049004958254770185,0.2920312920068439,0.34940461077242463,0.18103197620035802,0.12675463692033503,0.23917505617734297,570000.0,2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS                    ,1,5761,1424,B3, ,10463,1,B3
37,0,1,1,1800,2100,1933,1,4,2017,0.3456303946940267,0.5765394676412825,0.0865792890943205,0.1135335481594304,0.23989055533160508,0.17883150492975347,0.2256045638787493,0.0982422857483009,0.1990126226675455,0.07143818038286179,0.1483118527947037,0.029002462206231584,590000.0,3,FLATBUSH-EAST,33 EDUCATIONAL FACILITIES                  ,4,4960,40,W3, ,11203,4,W3
38,1,0,1,5000,3046,1920,3,12,2017,0.2819839011482941,0.550237105335782,0.1085826903635111,0.11634578161782287,0.21755601394274077,0.2023390239032566,0.255217960528869,0.08162149753536008,0.18333398191701183,0.10145948079720377,0.1783011588268001,0.05214652967894664,1700000.0,3,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,7678,70,A1, ,11210,1,A1
39,2,0,2,2058,2140,1999,10,43,2016,0.3606604771350277,0.6426424868687093,0.10033061776756325,0.08879903067019142,0.27629843229962525,0.14244054205172918,0.21059651831256226,0.13530993904692004,0.23605457604412947,0.05457956622140282,0.12628107946899605,0.008505846298698006,620000.0,3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8171,114,B1, ,11236,1,B1
40,1,0,1,5292,1182,1950,9,38,2016,0.38238017386993306,0.9268135526254184,0.23342645823606598,0.12160636921111094,0.4295485277783333,0.051489601565651154,0.23297862419392162,0.29203009633887594,0.39335754398154926,0.16277462673945486,0.15764957157675955,0.1653914357963996,285000.0,4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,1,13750,15,A2, ,11422,1,A2
41,3,0,3,2600,2560,1960,8,32,2017,0.3764849936464998,0.6140063942619918,0.08524810217276574,0.104632796477488,0.26388293287866654,0.1551101700396243,0.20749598700963345,0.1214740811864765,0.2212518714974903,0.050892669714159476,0.1268066396967314,0.01304900666255304,400000.0,3,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS                  ,1,4716,66,C0, ,11212,1,C0
42,1,0,1,4000,1998,1920,2,9,2017,0.6097159214176173,0.8129766032331531,0.16331712039275773,0.17108548916216693,0.40513351042793305,0.0618440297083364,0.1201040371065418,0.2614040274578569,0.35369583348079525,0.10503183516021307,0.052807904483226684,0.1474200918635255,926000.0,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5492,41,A1, ,11358,1,A1
43,3,0,3,2600,2800,1920,4,17,2017,0.27779671785654614,0.45635796010427043,0.11509709136071436,0.16653365762858285,0.1677642794472342,0.2509036590260218,0.27867784471105145,0.030349889695597244,0.13148769158231946,0.13677620249646413,0.21183480517108452,0.10016357184807238,1490000.0,3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6259,20,C0, ,11214,1,C0
44,0,1,1,43563,10000,2000,5,21,2017,0.6680430238954926,0.7501135506553567,0.13642733921009917,0.19184146154671947,0.3883171808010505,0.10294353388371043,0.08414081638859554,0.24618256779650444,0.3321577544673844,0.09305852225347035,0.017831627868059134,0.14684632939666623,5850000.0,4,COLLEGE POINT,33 EDUCATIONAL FACILITIES                  ,4,4273,60,W9, ,11354,4,W9
45,1,0,1,2000,1470,1925,9,36,2016,0.30765446064683033,0.44167165361744765,0.10660142664788742,0.177109995069991,0.16521095588240153,0.25459444495579187,0.27233585449451303,0.022001115854714703,0.12335490687613265,0.13574482044103323,0.20907756978710737,0.10510404757761167,865000.0,3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,5898,26,A1, ,11228,1,A1
