,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,sale_month,sale_week,sale_year,latitude,longitude,deucli_k1,deucli_k2,deucli_k3,deucli_k4,deucli_k5,deucli_k6,deucli_k7,deucli_k8,deucli_k9,deucli_k10,SALE PRICE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,APARTMENT NUMBER,ZIP CODE,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE
865,1,0,1,5000,1192,1925,4,14,2017,0.7765088194046257,0.7821275154429941,0.17337291754324355,0.23721257515770403,0.4292186367085716,0.13002255662293288,0.05500625676178901,0.28901623921403025,0.3700421890573812,0.13977450504390015,0.06289172382986766,0.19484182744998427,275000.0,2,THROGS NECK,01 ONE FAMILY DWELLINGS                    ,1,5579,52,A2, ,10465,1,A2
866,3,0,3,3000,3072,1901,12,50,2016,0.38727341316577224,0.5474981532768481,0.06550034795744823,0.13632923973617553,0.23228093370586647,0.18943198175504933,0.21543431980066954,0.0885392163837127,0.18587155599770816,0.06908855791228617,0.14437827121423538,0.04728044455929341,1620000.0,3,FLATBUSH-LEFFERTS GARDEN,03 THREE FAMILY DWELLINGS                  ,1,5039,30,C0, ,11225,1,C0
867,6,0,6,2700,5826,1931,11,44,2016,0.4381016972462817,0.5090723946202047,0.04358997399984416,0.1657706855292162,0.22462185661822326,0.20694531431931262,0.2068726292086631,0.08326128915601239,0.17130248587900454,0.07820314702800547,0.14603584895029717,0.0751949279589804,3000000.0,3,PROSPECT HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2A,1143,38,C2,6,11217,2,C2
868,1,0,1,6000,1984,1930,12,52,2016,0.6425208911221034,0.8155230659201322,0.1675326065771505,0.18465100278443192,0.4131038232813839,0.07234364072779152,0.10926249104124558,0.26958884963206353,0.3602153256407679,0.11308634158480556,0.05190403168057383,0.15840276917805765,1130000.0,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5282,40,A1, ,11358,1,A1
869,3,0,3,2000,3800,1905,2,5,2017,0.4471966477352112,0.5625211806087407,0.045149092244515306,0.1453967954911725,0.2515623465729752,0.17714320574576028,0.1894678704556428,0.10832693249498342,0.2004383858013841,0.049056525183635916,0.12085106537458093,0.053797834717379873,1580000.0,3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1835,17,C0, ,11221,1,C0
870,2,1,3,2578,3496,1910,12,49,2016,0.458815578946556,0.47305103607180854,0.043851643768491134,0.1870017788099832,0.21371794343037062,0.22611134596627397,0.21123649954131085,0.07794366213302374,0.15633855865521915,0.09583284155128668,0.15814075695236476,0.09681776988598213,13600000.0,3,BOERUM HILL,02 TWO FAMILY DWELLINGS                    ,1,279,17,S2, ,11201,1,S2
871,1,0,1,4410,1167,2010,10,41,2016,0.3276499376268731,0.25590549259840145,0.17189199104817254,0.2793343453159318,0.09263224716886367,0.3523756991907154,0.33339602091801424,0.08251006616337701,0.024908626883016174,0.22550317230160646,0.2896294137443235,0.2065303214102618,427450.0,5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,1,163,49,A1, ,10310,1,A1
872,2,0,2,3300,3681,2004,6,26,2017,0.2193989129255698,0.8164976224399538,0.21046906962367956,0.0361691985840565,0.3577471519589606,0.11768281659996413,0.2727799363276771,0.2308825273054537,0.3319919021553956,0.14770300634963276,0.1843906345695347,0.1173932515259465,530000.0,4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,20,B2, ,11692,1,B2
873,3,0,3,1733,2104,1899,2,5,2017,0.41163718794068416,0.4804124441758404,0.05864982782561612,0.1732032509088753,0.20536359259564033,0.2240547926577258,0.22466399846106266,0.06443048574666665,0.15269800823037477,0.09672026018883305,0.16528693570425146,0.08571059985236998,431838.0,3,PARK SLOPE SOUTH,03 THREE FAMILY DWELLINGS                  ,1,1016,11,C0, ,11215,1,C0
874,1,0,1,1800,1897,1940,9,38,2016,0.22909677131922024,0.5577693138684765,0.13080045765203765,0.10809353612315985,0.21649520089013616,0.20899674636226256,0.2745852198382697,0.08983889642043778,0.18930057867666392,0.11898592292697154,0.1951625748882242,0.06412290298874056,750000.0,3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,7405,432,A5, ,11229,1,A5
875,6,2,8,2000,6000,1928,6,24,2017,0.530765010227654,0.5495792073884047,0.015902157136959617,0.17558978265427563,0.26534389526089214,0.18411795910772147,0.16254425449095727,0.12669248867497318,0.20757587821438364,0.05475234825288872,0.10677216345229171,0.08590829518275742,5900000.0,3,GREENPOINT,14 RENTALS - 4-10 UNIT                     ,2B,2721,33,S9,5,11211,2,S9
876,1,0,1,1534,1778,2015,9,39,2016,0.2830555760022406,0.3223488474947658,0.15385526812691216,0.24008631191283186,0.10330345121340556,0.32080206893938457,0.3203962801813751,0.044916317102675976,0.05734219538148677,0.19811965718713492,0.26737545327003437,0.1718900765102812,395358.0,5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2873,117,A5, ,10304,1,A5
877,2,0,2,2712,1800,2002,3,12,2017,0.3305809417179404,0.2945101850374101,0.15328985017189597,0.2586104992401649,0.10577942386557988,0.33119235398967,0.31689118765946095,0.0618122330023612,0.044556816749709495,0.2048470640864755,0.2702074696233231,0.18513775824964077,287279.0,5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,1,85,3,B2, ,10301,1,B2
878,0,1,1,2182,14554,1900,7,28,2017,0.5416076672452022,0.4789777205752159,0.023877007557732872,0.20578246429889152,0.23907073078447746,0.22342616173405744,0.18310873811110093,0.1101568069216258,0.17669939858154296,0.09371481008174669,0.14127284358102396,0.11406268662792982,16750000.0,1,LOWER EAST SIDE,26 OTHER HOTELS                            ,4,417,11,H3, ,10002,4,H3
879,1,0,1,819,1701,1992,3,10,2017,0.2796061679657953,0.31553454298597217,0.1575629693766718,0.24363384262486584,0.09944064630920178,0.3248161968692383,0.32396970913889866,0.04883085653482104,0.05371221058710644,0.20213360138642128,0.2712952050916913,0.1758455886507519,241819.0,5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,1,2925,177,A5, ,10304,1,A5
880,2,0,2,2600,1782,1930,5,18,2017,0.28214007608744396,0.434453211798143,0.11784637359347398,0.17877673687682152,0.15720031508354654,0.2616907966087061,0.28337508684701684,0.018181452281420464,0.11930202334084664,0.14512398984213126,0.21917100371144543,0.11128844006582701,1750000.0,3,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,6321,24,B2, ,11228,1,B2
881,1,0,1,943,1080,1988,4,16,2017,0.003612846926287716,0.031772856034393726,0.3508291907812757,0.4070614899653998,0.0946549107111323,0.511158762320121,0.5152794849728681,0.23807759791292765,0.1581987486458309,0.39459218584695477,0.4652446994704542,0.3602466612299335,325000.0,5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,1,7860,5,A5, ,10307,1,A5
882,10,0,10,3400,8910,2014,9,36,2016,0.43623026142473975,0.5555051689270272,0.047496209466556354,0.14518632124347355,0.24590656963824295,0.1815129851833297,0.19521708983156855,0.10254782847210374,0.19534370785710128,0.054446125081565384,0.126782649617177,0.053455707791640175,4740000.0,3,BEDFORD STUYVESANT,07 RENTALS - WALKUP APARTMENTS             ,2B,1867,47,C1, ,11216,2,C1
883,2,0,2,4700,2092,1930,7,30,2017,0.6422349335978055,0.6850521429308856,0.09915958997714043,0.18494965804019012,0.35285154937602875,0.12514736250416147,0.09208488588228139,0.21191122075199106,0.2954338298830384,0.0656906774802353,0.020436761778479213,0.12391612504517333,885000.0,4,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1105,41,B2, ,11369,1,B2
884,1,0,1,5624,720,1950,3,13,2017,0.32401094047823165,0.17553765534933063,0.21187716156766537,0.322913103949033,0.079033364101933,0.3963697017854137,0.36875331576594594,0.1264368209369882,0.027208045422182588,0.2686097482993604,0.33043092126350393,0.25101752058052007,334000.0,5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,1,1213,154,A2, ,10303,1,A2
885,0,1,1,2590,2234,1931,3,11,2017,0.2308938727123575,0.5080765106394267,0.1287984696220521,0.13554250674145665,0.1896952461366133,0.23261586664277561,0.28336595674420745,0.06387123522668998,0.16200249354668284,0.13186304036520563,0.20875417076767563,0.08338214760952686,700000.0,3,OCEAN PARKWAY-SOUTH,29 COMMERCIAL GARAGES                      ,4,7147,11,G1, ,11223,4,G1
886,1,0,1,3600,1350,1935,1,4,2017,0.239309159551226,0.9190183656550062,0.2527176391188187,0.09346843477285456,0.4150153652697956,0.10601889549654699,0.28321530844641996,0.28640789035614606,0.387951964338372,0.18451739890238333,0.20080440480608414,0.16718471317920391,100000.0,4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15616,9,A2, ,11691,1,A2
887,2,0,2,2127,1728,1925,12,49,2016,0.23590164029691607,0.4746961424226299,0.12918920227079128,0.15412010471841,0.17219964469590565,0.24826005282770605,0.28917265082577137,0.04656871769151255,0.143442475228503,0.14167448034046035,0.21812718714170792,0.0977629110062576,1080000.0,3,GRAVESEND,02 TWO FAMILY DWELLINGS                    ,1,6876,31,B1, ,11214,1,B1
888,2,0,2,2500,2151,1920,5,19,2017,0.4712596949528205,0.8175887570301654,0.16607379991588328,0.1163342164489711,0.3829938784700338,0.03602419463496525,0.17314416201327784,0.24063131191266604,0.33926667496051505,0.09623690904305303,0.09002839309626999,0.11553598709333304,200000.0,4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,10088,27,B2, ,11435,1,B2
889,1,0,1,2142,1392,1950,5,21,2017,0.9423535296989058,0.7315704078226304,0.20184469540729355,0.3053412867001857,0.4552782868088082,0.2039564822281309,0.035424578541941934,0.32327883941193536,0.3902829869665937,0.1918301008710419,0.12191193279857566,0.25043231734567994,385000.0,2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS                    ,1,4876,47,A5, ,10466,1,A5
890,1,0,1,2500,2293,1975,4,16,2017,0.14568821574127355,0.17004709934784046,0.254484245825481,0.32298001046199076,0.005642828723009125,0.4184099009575737,0.4195283889915499,0.14290633399800284,0.06664600191532995,0.29904482598887855,0.36895780275461754,0.26769121241017324,330000.0,5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5477,29,A9, ,10308,1,A9
891,2,0,2,3400,1750,1950,3,12,2017,0.5517771981683381,0.8034726890114712,0.15571027392133055,0.1465908360128559,0.38933503026879285,0.04972740281071095,0.13935241486216118,0.2456168068752581,0.34056969508123125,0.09132383244270985,0.06003536779249279,0.12713718056902068,980000.0,4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6822,36,B2, ,11366,1,B2
892,1,0,1,3000,1384,1925,5,21,2017,0.63835719460414,0.6996207869001978,0.10592907369745098,0.18191929389594635,0.3584181039047603,0.11739370137946056,0.09298574397047754,0.21686410559110186,0.3017349074492464,0.06743713624685269,0.012825176112836534,0.12466244421553611,655000.0,4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1660,21,A1, ,11369,1,A1
893,1,0,1,4000,1384,1939,3,10,2017,0.5741121515240906,0.8140281555018021,0.16203732113603417,0.15682047461474147,0.3987074216735329,0.050542490182159304,0.1333789786832089,0.25493267974079353,0.3490769432587981,0.09968287721458757,0.05934927462053612,0.13760673612694874,800000.0,4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6905,44,A2, ,11365,1,A2
894,2,0,2,2363,3465,1920,9,38,2016,0.8275063535354974,0.7297044357323159,0.16454466400290083,0.2579966070167834,0.42091470340648274,0.16227529452926603,0.019501683641008065,0.28464766925285917,0.35854013123315537,0.14607187833860344,0.07448894990434243,0.20423973857766622,378000.0,2,WESTCHESTER,02 TWO FAMILY DWELLINGS                    ,1,3995,21,B1, ,10461,1,B1
895,3,1,4,1600,5200,1921,5,21,2017,0.5869221285118726,0.46366243473210034,0.03725360980015222,0.22484733181963673,0.24704398440425482,0.23429611086245644,0.1763898112377926,0.12512359358116537,0.1817903212619232,0.10728517806247938,0.14498436609412882,0.13330566193781684,4100000.0,3,PARK SLOPE,14 RENTALS - 4-10 UNIT                     ,2A,963,60,S3, ,11215,2,S3
896,1,0,1,3000,1520,1970,5,22,2017,0.15026087268135768,0.17505742599598761,0.2511473179237189,0.3200801970091055,0.007340080573272617,0.41516101232880254,0.4162327295682566,0.13959153613372816,0.06381864598512153,0.29570688616921986,0.36560356063735877,0.2644639937488945,495000.0,5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5451,7,A9, ,10308,1,A9
897,0,12,12,5020,58458,1926,10,40,2016,0.6338230366025641,0.5167696198633109,0.03796166140204283,0.2203341301062334,0.28103872262185,0.2099980827590436,0.14151758324485791,0.15341294048468207,0.216661318456788,0.09153364248792548,0.11356920860496231,0.1319188146419088,62750000.0,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,4,1312,24,O6, ,10022,4,O6
898,1,0,1,2132,2192,1950,11,47,2016,0.4027497443089487,0.8681471298388317,0.19991658567188847,0.10432488656618998,0.4003770546853369,0.03710371658771459,0.21013401778496646,0.26115136168568304,0.3620097906128509,0.1292628104266155,0.12950527301971232,0.13410982922214226,450000.0,4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,13283,123,A5, ,11434,1,A5
899,2,0,2,6055,1800,1950,2,9,2017,0.42148952635169223,0.7117539432758235,0.11615399400851088,0.09275248042588578,0.320983338687991,0.09794460753374747,0.18249004576339223,0.178610864601711,0.2777446387471445,0.047499559616906495,0.09348921251104873,0.054189692754527695,420000.0,4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,11337,39,B2, ,11414,1,B2
900,1,0,1,2494,1378,1930,4,14,2017,0.4387506101718657,0.8821993962159809,0.20374631995644532,0.1208683907774159,0.41216427124660365,0.02155477116982826,0.20042574592964507,0.27167207386195813,0.3718381646826286,0.13345241018915285,0.12372160260232724,0.14474766991730553,175000.0,4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,12527,73,A1, ,11434,1,A1
901,1,0,1,2225,1488,1925,1,4,2017,0.4608698241930256,0.8348766522682354,0.17626395208294007,0.11570089811775296,0.390403645450451,0.028388487887120586,0.18069813879464103,0.24854874618691866,0.34773013198952707,0.1062115989411197,0.0992650079845351,0.12261248044013776,480000.0,4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,12171,22,A1, ,11433,1,A1
902,10,0,10,2043,6180,1910,1,4,2017,0.67914960445367,0.49668656205489015,0.0582909090839317,0.24201039683508563,0.288063750406979,0.2264099128001723,0.138882271954973,0.16688118174363367,0.22140987854133454,0.11225933783859425,0.12522693063227167,0.15366755069618995,5100000.0,1,UPPER WEST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1146,11,C5, ,10023,2,C5
903,1,0,1,4000,1210,1920,12,52,2016,0.26842622150596185,0.594955368673169,0.12002759056588763,0.09103611136627028,0.24001545138698743,0.18301538787580499,0.25334595641983676,0.10675227181319402,0.20826796679426257,0.09661635150099081,0.17154746653304423,0.03919377944990463,700000.0,3,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,8541,30,A1, ,11234,1,A1
904,1,0,1,2470,1224,1960,1,5,2017,0.4826519909036051,0.8660413141836898,0.19185974137211864,0.1313560676185687,0.409704409879622,0.008965104110161461,0.18023582474663294,0.2676310884849348,0.3664588229681148,0.12270429030761867,0.10489578774413533,0.14196873577896207,400000.0,4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10278,3,A5, ,11433,1,A5
905,1,0,1,1800,1224,1945,11,45,2016,0.5418677166788228,0.7831123742109298,0.144395050963428,0.14077025201278273,0.3774275124022634,0.0581156254233586,0.13931902746197475,0.23369181171360517,0.32858978737751293,0.07938097371292688,0.055254529284820414,0.11599001586493476,770000.0,4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6606,82,A5, ,11367,1,A5
906,0,1,1,19958,4128,1974,6,26,2017,0.20359788318792482,0.48380332972274687,0.141435490615536,0.14850078284218213,0.17435554562855635,0.249762158746103,0.2990726710865452,0.058509581551531055,0.15111491351094353,0.14886168620932314,0.22570000255417105,0.1008934763725056,7000000.0,3,GRAVESEND,22 STORE BUILDINGS                         ,4,6949,37,K5, ,11214,4,K5
907,2,1,3,2600,3740,1931,2,6,2017,0.3266438804605656,0.21459691189210162,0.19203117384508378,0.3017602398434219,0.08332722199730598,0.37490893368141587,0.35108478370258195,0.1050725663110071,0.014046698364258111,0.24749930650654797,0.31032198213983253,0.22937981888104902,477538.0,5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,1,1037,5,S2, ,10302,1,S2
908,2,0,2,2400,2310,1960,12,52,2016,0.8054488830949538,0.7692995899163293,0.17470778970087147,0.24876622323548966,0.4312718644949994,0.14385856283956458,0.0420689291494656,0.29240310066493025,0.3707744712280067,0.1464561058225377,0.07034723048655116,0.20284149768865117,460000.0,2,THROGS NECK,02 TWO FAMILY DWELLINGS                    ,1,5532,17,B1, ,10465,1,B1
909,2,0,2,1320,1760,1960,6,25,2017,0.4373276022376871,0.7354581509127627,0.12572316574682518,0.09699646029436164,0.3355920404478739,0.08352419097811688,0.17664480497303894,0.1930804038619617,0.29189322646305854,0.0553471940171281,0.08711245777447041,0.06879109989999506,416000.0,4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,9158,61,B1, ,11417,1,B1
910,0,1,1,4000,4346,1950,11,47,2016,0.17352294827294656,0.2594505503840594,0.21048682849037678,0.2729118397055373,0.05064101278287458,0.3680379145875784,0.37735114898464645,0.09396872893494053,0.05424018440837421,0.2504938895430081,0.3220941675348834,0.21719232824657758,925000.0,5,NEW DORP,21 OFFICE BUILDINGS                        ,4,4221,58,O2, ,10306,4,O2
911,1,0,1,3800,1304,1930,9,39,2016,0.3376877489113781,0.26204201762843127,0.1668554416935851,0.27679736093628526,0.0979183706790973,0.34826673893370075,0.32810624969926944,0.07997184849157925,0.03010038529939427,0.22103248618224444,0.28472533696980895,0.20297761100690642,446000.0,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,138,202,A1, ,10310,1,A1
912,1,0,1,2564,1224,1960,5,20,2017,0.5809424443291249,0.7857262533633786,0.14671688527473348,0.15696509784382398,0.38619249514067755,0.06451673081365394,0.12453870347786815,0.24243075712094456,0.33533860966977347,0.08625538401172483,0.04479108155276587,0.12843832606085287,625000.0,4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6436,46,A1, ,11367,1,A1
913,2,0,2,3096,1364,2005,12,49,2016,0.605141327424036,0.696806827245581,0.10008039069652737,0.1686680189100536,0.3493095806733983,0.11231099972011725,0.10676182010723037,0.2069290224098109,0.29410010022471383,0.054716002354265734,0.022279875277653762,0.11118704248992854,630000.0,5,WILLOWBROOK,02 TWO FAMILY DWELLINGS                    ,1,775,55,B2, ,10314,1,B2
914,2,1,3,2400,3300,1950,7,29,2017,0.6312385229579718,0.6798440854161356,0.0946930104060506,0.1811181207388996,0.3478353393471479,0.12549113227884187,0.09698932173347807,0.20672127195523793,0.2907137066441994,0.06044798771821068,0.02415159900989687,0.1188075537136881,1252000.0,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1402,1,S2, ,11369,1,S2
915,0,3,3,2800,4620,2008,9,36,2016,0.38696130541910634,0.8748262399343218,0.20539897402098387,0.10169086227714302,0.40217568659977865,0.04307059382404809,0.21760774559582038,0.26377649636288736,0.3649266585754801,0.13477756511147967,0.13690978346640792,0.1369170349326702,975000.0,4,SPRINGFIELD GARDENS,21 OFFICE BUILDINGS                        ,4,13379,77,O5, ,11434,4,O5
916,1,0,1,4000,1080,1945,9,36,2016,0.4600102566983395,0.9390739508018839,0.2331681973978318,0.14801596624929628,0.4448099118673161,0.03456123055949351,0.21040208396941196,0.3043022410038668,0.40432711121700876,0.16360131182167745,0.14299104994612472,0.177410913162253,475000.0,4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,12788,47,A2, ,11411,1,A2
917,8,0,8,2500,6200,1931,11,44,2016,0.481865062915503,0.585437537379562,0.04298218796169591,0.14739846136076204,0.2698741465986985,0.16358414230505886,0.17122962204559067,0.12703342291496908,0.21721679750982317,0.03292973373852866,0.10182272477852558,0.05880984327779216,3075000.0,3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2B,3183,51,C1,8,11221,2,C1
918,1,0,1,4000,1920,1965,12,52,2016,0.2497721540810005,0.21599910207774542,0.20802120734729582,0.2972845206596829,0.05386006527024423,0.3811836812219296,0.371375535682582,0.10515912359431134,0.01798815340505336,0.25739568685092484,0.32447768522762155,0.23222515590161733,665000.0,5,WILLOWBROOK,01 ONE FAMILY DWELLINGS                    ,1,825,66,A1, ,10314,1,A1
919,1,0,1,5500,2316,1950,3,10,2017,0.5599944212858929,0.9171872766151807,0.21869928512025086,0.17321706651450886,0.44789434037478315,0.034845445212063966,0.1710313169076006,0.3047875278799535,0.40171466641691056,0.15346117819065846,0.11398733229541552,0.18126801555087332,760000.0,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10692,53,A1, ,11427,1,A1
920,1,0,1,4000,2347,2015,10,40,2016,0.11361884210690221,0.18658076158195058,0.25650551585586123,0.3151432313586375,0.010823296135365399,0.4146154117952957,0.4227073058360054,0.14126888802443247,0.07627982502155153,0.2977964210005155,0.3691793615671941,0.26368471101725993,794235.0,5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5245,25,A1, ,10308,1,A3
921,1,0,1,2087,1510,1925,4,14,2017,0.3097699652105632,0.557811245825576,0.09799677407677909,0.11615752047221486,0.2250416880107491,0.19384525921848608,0.24300125158573163,0.08584916576505404,0.1875923584064164,0.08948984693713802,0.16637553167728172,0.04292288668716835,740000.0,3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,7595,10,A5, ,11210,1,A5
922,1,0,1,1800,1633,1940,1,2,2017,0.661691183307255,0.6426442942806716,0.08295644634804741,0.19868742966059535,0.3394269480964697,0.1495639899851445,0.09049846947598893,0.20125534361193287,0.27948605605264165,0.06976094375613048,0.04417877586376095,0.12820337686702818,800000.0,4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,772,65,A5, ,11105,1,A5
923,1,0,1,1750,1729,1930,5,20,2017,0.28067057886907776,0.5026719874464618,0.10854109783422408,0.14168822252373353,0.19229011116251232,0.22662823690615158,0.26579389098332384,0.05544514153537863,0.1570438486612558,0.1175723111240689,0.19401929094771309,0.07569612762619511,641709.0,3,BOROUGH PARK,01 ONE FAMILY DWELLINGS                    ,1,6555,6,A5, ,11204,1,A5
924,4,0,4,1444,4408,1930,5,18,2017,0.744858575723299,0.5691005215648772,0.0876443665745613,0.24544558265722974,0.33453806827894034,0.20194845344911933,0.09050088795126557,0.20725055225869177,0.26893933491984556,0.11212782352107031,0.09356479937801229,0.16564235090196727,2675000.0,1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,1751,50,C3, ,10035,2,C3
925,1,0,1,4120,1880,1970,7,27,2017,0.04366070183323245,0.1080577497034767,0.3080203368175835,0.36245764124260416,0.05146310521712089,0.4658512236158693,0.4736035823695461,0.1934293589655435,0.11992876677142887,0.34994721646702404,0.4212900323145364,0.31495072974916943,590000.0,5,PRINCES BAY,01 ONE FAMILY DWELLINGS                    ,1,6670,113,A1, ,10309,1,A1
926,1,0,1,1500,1320,1995,6,25,2017,0.13415185143574604,0.09403132931714708,0.29068870600328983,0.36527871837862863,0.043778864717205046,0.45967965613284956,0.45342703086499975,0.18342494806941967,0.09534640840455884,0.3386164636125326,0.4069072524531165,0.3092075205939928,470000.0,5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6026,57,A5, ,10312,1,A5
927,1,0,1,2338,1186,1920,10,43,2016,0.9597870112813922,0.73283559618298,0.20817228942974708,0.3125115799808089,0.4610623694395142,0.21028452079223378,0.042386325606932417,0.3296447461384189,0.39576653719907134,0.19897802260140374,0.12913647625205685,0.2576048780074269,380000.0,2,WAKEFIELD,01 ONE FAMILY DWELLINGS                    ,1,5012,5,A1, ,10466,1,A1
928,1,0,1,4300,1662,1930,2,7,2017,0.5262812156173169,0.9203744668360514,0.2204368908539307,0.1625533272140786,0.44423375223964273,0.026216582218113627,0.18261343734890362,0.3017425782531111,0.39983129404098283,0.15331912334389144,0.1207363574802809,0.17670262278643614,485000.0,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10602,27,A1, ,11428,1,A1
929,2,0,2,2000,1840,1930,2,7,2017,0.381922787110085,0.6231141237856832,0.0866175164360416,0.10260929525438653,0.2693977503055322,0.14962761599446567,0.204120043654368,0.1269402820083664,0.2265835384245546,0.0472790112114271,0.12250196076092784,0.012814695266849153,599000.0,3,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,1,3623,46,B1, ,11212,1,B1
930,2,0,2,2470,1959,1945,5,22,2017,0.911566727619288,0.7180359649673278,0.1871385295065612,0.29302336523118006,0.440868719303006,0.1957375983147219,0.02089270296218305,0.30855524463353434,0.3761287388445468,0.17768702913075124,0.109096424085387,0.23638985208175187,535000.0,2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4694,38,B3, ,10469,1,B3
931,1,0,1,3780,816,1950,2,7,2017,0.29560041879098264,0.2090340594128861,0.20094728459225206,0.30291980218463077,0.07015667474234719,0.3804469853280176,0.3616540676894462,0.10733716301387208,0.005596614707230638,0.25426968032048786,0.3187449704207522,0.23337988840550186,495000.0,5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,414,15,A2, ,10314,1,A2
932,16,0,16,4007,11000,1914,6,26,2017,0.3695500999519368,0.44476232804058213,0.08316186454348004,0.1833985789411736,0.1793149174571993,0.2465234241833829,0.25017842600087004,0.038467179245136346,0.12884325935531787,0.1216152166375874,0.19148084099514612,0.10206134845314493,2086165.0,3,SUNSET PARK,07 RENTALS - WALKUP APARTMENTS             ,2,718,30,C1,16,11232,2,C1
933,2,0,2,4074,1440,1949,3,13,2017,0.6411596267685411,0.6714396198795782,0.09216864242348156,0.18617741468990337,0.3465660346354065,0.13151619934005135,0.09379877360158252,0.20612036029868636,0.28866204349263963,0.0630754808739697,0.027975299725376202,0.12180480765413296,662500.0,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1098,40,B1, ,11369,1,B1
934,2,0,2,2228,1800,1960,5,21,2017,0.9198965419720793,0.7114316817263386,0.1878923406260927,0.29671190714124396,0.4409087774110134,0.20048123696124753,0.02351753149321283,0.3093699523875742,0.3758157418619125,0.18025006544740893,0.11266259579050206,0.23902907972821533,648900.0,2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4673,30,B1, ,10467,1,B1
935,4,0,4,4000,2700,1931,10,43,2016,0.6216670573057996,0.7167785484783167,0.1125854710554335,0.1737936259546058,0.36228763304040973,0.10570664382625504,0.09995087240281197,0.21983740903623164,0.30702599361326754,0.06660899327778631,0.011005451789299976,0.1216198790993631,1010000.0,4,CORONA,07 RENTALS - WALKUP APARTMENTS             ,2A,1754,21,C3, ,11368,2,C3
