,SALE PRICE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,sale_month,sale_week,sale_year,latitude,longitude,deucli_k1,deucli_k2,deucli_k3,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,APARTMENT NUMBER,ZIP CODE,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,cluster
4755,5650000.0,47.0,1.0,48.0,7652.0,33847.0,1924.0,4.0,14.0,2017.0,40.8312266,-73.9186181,5.156237897441659,3.8655213442422065,215.29965069844098,2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS             ,2,2456,16,C7, ,10456,2,C7,1
4756,378000.0,1.0,0.0,1.0,2500.0,2100.0,1960.0,8.0,33.0,2017.0,40.595626,-73.794169,2.8421009685526815,2.169189111431145,218.10286215360955,4,ARVERNE,01 ONE FAMILY DWELLINGS                    ,1,16031,8,A9, ,11692,1,A9,1
4757,1500000.0,3.0,0.0,3.0,3217.0,3768.0,1970.0,10.0,40.0,2016.0,40.78347,-73.776843,1.8566375364899952,3.5276084775679695,217.97282315038476,4,BAYSIDE,03 THREE FAMILY DWELLINGS                  ,1,5950,34,C0, ,11360,1,C0,0
4758,700000.0,2.0,0.0,2.0,1179.0,1305.0,1930.0,11.0,48.0,2016.0,40.619054,-73.98814999999998,1.1084675910213886,3.623590718110125,218.12082930350658,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5540,58,B3, ,11204,1,B3,0
4759,960000.0,2.0,0.0,2.0,1740.0,1629.0,1955.0,8.0,31.0,2017.0,40.604883,-74.01473,2.7231446217930233,1.913059119260664,218.08925577816723,3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,96,B3, ,11228,1,B3,1
4760,460000.0,2.0,0.0,2.0,2400.0,1184.0,1935.0,11.0,48.0,2016.0,40.6767847,-73.84839620000001,0.7146752432839657,3.515523207624089,218.09342288156506,4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,9151,29,B3, ,11417,1,B3,0
4761,430000.0,1.0,0.0,1.0,2590.0,1328.0,1925.0,12.0,52.0,2016.0,40.84026799999999,-73.826263,2.06725884401885,4.243719241974174,218.1381872067928,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS                    ,1,5367,50,A1, ,10461,1,A1,0
4762,500000.0,2.0,0.0,2.0,2210.0,2285.0,2001.0,11.0,44.0,2016.0,40.55671479999999,-74.18309780000001,3.2789728771328304,4.678631570540422,218.11085075815538,5,ARDEN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,5733,12,B9, ,10312,1,B9,0
4763,835000.0,2.0,0.0,2.0,2500.0,2160.0,1920.0,1.0,3.0,2017.0,40.6236974,-73.94124040000001,4.515780596564049,1.7487361776617991,218.07895304420117,3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,7635,24,B2, ,11210,1,B2,1
4764,255000.0,2.0,1.0,3.0,2922.0,2230.0,1905.0,1.0,3.0,2017.0,40.6384792,-74.0877251,4.781822817387999,2.360641459605799,218.07165268324928,5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,1,47,103,S2, ,10301,1,S2,1
