,SALE PRICE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,sale_month,sale_week,sale_year,latitude,longitude,deucli_k1,deucli_k2,deucli_k3,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,APARTMENT NUMBER,ZIP CODE,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,cluster
0,619000.0,2.0,0.0,2.0,3395.0,2092.0,1980.0,7.0,28.0,2017.0,40.584,-74.1503516,3.6187544627325017,2.779074831614446,218.07327967855926,5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,2390,310,B9, ,10314,1,B9,1
1,685000.0,2.0,0.0,2.0,2000.0,2128.0,1901.0,12.0,49.0,2016.0,40.6438124,-73.9505188,1.550696685682296,3.936154260249449,218.09833596862111,3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,5172,47,B1, ,11226,1,B1,0
2,760000.0,3.0,0.0,3.0,4685.0,3600.0,2010.0,8.0,31.0,2017.0,40.7085804,-73.7862329,3.458101317412565,2.858470958746444,217.94743575616846,4,JAMAICA,03 THREE FAMILY DWELLINGS                  ,1,9809,74,C0, ,11432,1,C0,1
3,3315000.0,5.0,0.0,5.0,2500.0,5000.0,1900.0,12.0,51.0,2016.0,40.6873228,-73.9948252,1.6223009889841766,4.025415302133657,217.89915603689468,3,COBBLE HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,302,57,C2, ,11201,2,C2,0
4,400000.0,2.0,0.0,2.0,3042.0,1768.0,1940.0,2.0,8.0,2017.0,40.691538,-73.85046899999998,4.050319270648945,1.1010336025462981,218.0621884510888,4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,1,8934,51,B1, ,11421,1,B1,1
5,605000.0,3.0,0.0,3.0,2771.0,2950.0,1973.0,1.0,2.0,2017.0,40.8890982,-73.8381041,5.130797796618191,2.958335512267958,218.0020923793039,2,BAYCHESTER,03 THREE FAMILY DWELLINGS                  ,1,4959,1,C0, ,10466,1,C0,1
6,579000.0,1.0,0.0,1.0,2850.0,1463.0,1925.0,5.0,21.0,2017.0,40.6264276,-74.1233307,3.5692156027386512,1.9125487279374618,218.1380056416359,5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,316,15,A1, ,10310,1,A1,1
7,810000.0,1.0,0.0,1.0,7290.0,2418.0,1965.0,11.0,47.0,2016.0,40.5805977,-74.134112,2.2968576866704966,4.128433427187664,218.07435134935912,5,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY DWELLINGS                    ,1,2306,252,A1, ,10306,1,A1,0
8,350000.0,1.0,0.0,1.0,1208.0,700.0,1995.0,4.0,16.0,2017.0,40.613692,-74.080308,4.115342914859068,2.3993035411893615,218.16970344299193,5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,1,2925,339,A5, ,10304,1,A5,1
9,239000.0,1.0,0.0,1.0,1350.0,732.0,1930.0,3.0,13.0,2017.0,40.679947999999996,-73.789897,3.8162129194117798,1.2227896418576538,218.1487748910144,4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12206,8,A9, ,11434,1,A9,1
10,334000.0,1.0,0.0,1.0,1735.0,846.0,1899.0,3.0,11.0,2017.0,40.5970929,-73.77569790000001,4.280617163600434,2.1824136345572818,218.1562904643968,4,ARVERNE,01 ONE FAMILY DWELLINGS                    ,1,15965,27,A6, ,11691,1,A6,1
11,477594.0,2.0,0.0,2.0,1871.0,2799.0,2005.0,6.0,25.0,2017.0,40.880164,-73.86075699999998,4.120235494243408,3.1286690402595063,218.05272102877151,2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,55,B1, ,10467,1,B1,1
12,4950000.0,3.0,0.0,3.0,2160.0,5202.0,1901.0,5.0,21.0,2017.0,40.6932565,-73.9966157,3.367735486356803,1.478125804959323,217.97030882047713,3,BROOKLYN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,261,22,C0, ,11201,1,C0,1
13,510000.0,1.0,0.0,1.0,2000.0,1316.0,1910.0,6.0,26.0,2017.0,40.688703100000005,-73.8560935,2.970629891427486,1.3338744684754649,218.13005736703147,4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8968,24,A5, ,11421,1,A5,1
14,200000.0,1.0,1.0,2.0,3375.0,2700.0,1931.0,10.0,40.0,2016.0,40.636222700000005,-74.1349378,1.8956819552123463,3.563271463293053,218.10077164604516,5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,1,1080,33,S1, ,10302,1,S1,0
15,750000.0,2.0,0.0,2.0,4000.0,3696.0,1920.0,4.0,14.0,2017.0,40.65318990000001,-73.9365562,3.5413543873089828,0.8724722111382976,218.0154403988826,3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,4880,9,B2, ,11203,1,B2,1
16,620000.0,2.0,0.0,2.0,2400.0,2412.0,1960.0,5.0,22.0,2017.0,40.77944829999999,-73.9514145,3.2382068768475505,1.2630508115159755,218.05262509250937,3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8079,20,B1, ,11236,1,B1,1
17,275000.0,1.0,0.0,1.0,3069.0,1845.0,1920.0,9.0,35.0,2016.0,40.6955384,-73.81191249999998,1.346185291571645,2.9340272481712835,218.11127232236518,4,JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,10003,93,A1, ,11435,1,A1,0
18,585493.0,2.0,0.0,2.0,2643.0,2400.0,2014.0,4.0,14.0,2017.0,40.80753240000001,-73.85136539999998,4.4335326944854945,2.8160735991810424,218.05103089553944,2,SOUNDVIEW,02 TWO FAMILY DWELLINGS                    ,1,3436,100,B2, ,10473,1,B2,1
19,400000.0,1.0,0.0,1.0,2500.0,1168.0,1920.0,11.0,44.0,2016.0,40.718144,-73.7465239,1.608073633580634,3.6668304883441114,218.13546735960801,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10613,38,A1, ,11428,1,A1,0
20,723000.0,1.0,0.0,1.0,1800.0,1308.0,1951.0,11.0,48.0,2016.0,40.7170429,-73.875016,0.6629105514179533,3.508182076157052,218.14177186293676,4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,3040,146,A5, ,11379,1,A5,0
21,774143.0,1.0,0.0,1.0,4628.0,1680.0,2001.0,6.0,26.0,2017.0,40.52921129999999,-74.2196063,4.542509755825505,3.721315243602997,218.12872702239451,5,WOODROW,01 ONE FAMILY DWELLINGS                    ,1,7355,23,A1, ,10309,1,A1,1
22,510000.0,1.0,0.0,1.0,2280.0,1056.0,1975.0,10.0,43.0,2016.0,40.589769399999994,-74.15538609999999,2.4941547622666715,4.009408737167041,218.16920384934627,5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,2379,68,A5, ,10314,1,A5,0
23,425000.0,1.0,0.0,1.0,2000.0,1400.0,1940.0,1.0,5.0,2017.0,40.696599,-73.74109200000001,4.547717320953762,1.9351647109654166,218.12971361427995,4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,11319,23,A5, ,11411,1,A5,1
24,700000.0,2.0,0.0,2.0,2000.0,1680.0,1930.0,2.0,9.0,2017.0,40.61534109999999,-73.97137509999999,4.1038999974169705,1.3869184116697342,218.09147653619556,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,6566,30,B2, ,11230,1,B2,1
25,400000.0,3.0,0.0,3.0,2597.0,2850.0,1930.0,10.0,43.0,2016.0,40.5900524,-73.95895440000001,1.2723276968396282,3.3698677322963735,218.02184638989425,3,SHEEPSHEAD BAY,03 THREE FAMILY DWELLINGS                  ,1,7412,31,C0, ,11235,1,C0,0
26,990000.0,2.0,0.0,2.0,3615.0,2472.0,1930.0,2.0,6.0,2017.0,40.724473700000004,-73.97833840000001,4.150497614549379,1.2666973426786658,218.04925597571042,3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5359,42,B1, ,11218,1,B1,1
27,539000.0,1.0,0.0,1.0,4000.0,918.0,1970.0,11.0,44.0,2016.0,40.613610200000004,-74.1018122,1.9658991176706584,3.863589009230286,218.14144865302939,5,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,1,655,38,A2, ,10301,1,A2,0
28,478000.0,1.0,0.0,1.0,4000.0,1385.0,1945.0,8.0,32.0,2017.0,40.699126,-73.728205,2.823366919800719,2.0770199153699465,218.09062542445187,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11275,37,A0, ,11411,1,A0,1
29,725000.0,1.0,0.0,1.0,1800.0,1791.0,1940.0,7.0,28.0,2017.0,40.726909899999995,-73.87880299999998,2.6111675765475,1.1304420816059308,218.1157874466641,4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,2919,21,A5, ,11379,1,A5,1
30,285000.0,1.0,0.0,1.0,2000.0,600.0,1925.0,8.0,33.0,2017.0,40.5742837,-74.0957636,3.088161374912927,2.498109969250459,218.16836096755836,5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,1,3736,12,A6, ,10306,1,A6,1
31,545000.0,1.0,0.0,1.0,1175.0,960.0,1930.0,1.0,3.0,2017.0,40.660753799999995,-73.9457752,4.426468957518514,1.504615880608915,218.16225389354582,3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4797,71,A5, ,11225,1,A5,1
32,800000.0,2.0,0.0,2.0,5000.0,3168.0,2003.0,12.0,51.0,2016.0,40.5052095,-74.2429911,3.981525495259703,5.444850574664773,218.07569368214357,5,TOTTENVILLE,02 TWO FAMILY DWELLINGS                    ,1,7891,36,B2, ,10307,1,B2,0
33,775000.0,2.0,0.0,2.0,1983.0,2470.0,1901.0,3.0,9.0,2017.0,40.685587299999995,-73.8803713,4.036698706635117,1.5186513201413512,218.07167561881,3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,3905,23,B1, ,11208,1,B1,1
34,845000.0,1.0,0.0,1.0,2100.0,1386.0,1940.0,10.0,40.0,2016.0,40.718933899999996,-73.87321899999998,0.5974497313155452,3.05886986826743,218.1333279854021,4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,3007,44,A5, ,11379,1,A5,0
35,609000.0,1.0,0.0,1.0,2000.0,1244.0,1930.0,6.0,26.0,2017.0,40.618244,-73.91282090000001,2.8899206410437763,1.1655683290603975,218.13367889732194,3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,8408,69,A9, ,11234,1,A9,1
36,440000.0,2.0,0.0,2.0,2500.0,1932.0,1930.0,7.0,30.0,2017.0,40.8643535,-73.8580099,3.255093672907627,2.3421347028954487,218.06221028407091,2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4450,56,B1, ,10469,1,B1,1
37,408000.0,2.0,0.0,2.0,3500.0,2728.0,1920.0,3.0,12.0,2017.0,40.6411148,-74.08474240000001,4.015145145364536,1.711922311889182,218.05780798621583,5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,1,41,56,B2, ,10301,1,B2,1
38,1300000.0,0.0,4.0,4.0,8610.0,5800.0,1940.0,11.0,44.0,2016.0,40.7916271,-73.81315080000002,1.4813817751524505,3.6208840501113624,217.93416400334772,4,WHITESTONE,27 FACTORIES                               ,4,4516,25,F5, ,11357,4,F5,0
39,300000.0,1.0,0.0,1.0,4000.0,1764.0,1935.0,11.0,47.0,2016.0,40.6915639,-73.7752691,1.2211246760864019,3.616108262296928,218.10193383859192,4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12396,103,A1, ,11434,1,A1,0
40,425000.0,1.0,0.0,1.0,2400.0,1120.0,1920.0,3.0,13.0,2017.0,40.8607164,-73.84418070000001,4.235663361527399,2.2045985044814915,218.13197461874404,2,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS                    ,1,4392,34,A1, ,10469,1,A1,1
41,455000.0,1.0,0.0,1.0,1400.0,1472.0,1920.0,1.0,4.0,2017.0,40.5834902,-73.9579579,4.587935303052692,1.9883690281591928,218.15774660907616,3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,8810,69,A2, ,11235,1,A2,1
42,5000000.0,0.0,1.0,1.0,2503.0,2500.0,1950.0,7.0,29.0,2017.0,40.759731,-73.939514,2.670787378060568,1.3622884338322057,218.12249967208476,4,LONG ISLAND CITY,30 WAREHOUSES                              ,4,351,5,E1, ,11106,4,E1,1
43,478000.0,1.0,0.0,1.0,4000.0,1240.0,1950.0,4.0,17.0,2017.0,40.7014039,-73.73011,3.682755880302611,1.5565283439219386,218.0951959272004,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11254,3,A0, ,11411,1,A0,1
44,805000.0,2.0,0.0,2.0,2317.0,2024.0,1920.0,3.0,10.0,2017.0,40.7071811,-73.81332379999998,3.92470438505159,1.280401928935862,218.06668402018474,4,BRIARWOOD,02 TWO FAMILY DWELLINGS                    ,1,9708,49,B2, ,11435,1,B2,1
45,1210000.0,3.0,0.0,3.0,4000.0,3432.0,1965.0,2.0,5.0,2017.0,40.7416394,-73.82819520000001,4.309081032298479,1.642942127594582,217.9665576485428,4,FLUSHING-SOUTH,03 THREE FAMILY DWELLINGS                  ,1,6386,26,C0, ,11367,1,C0,1
46,530000.0,1.0,0.0,1.0,5520.0,1662.0,1960.0,8.0,33.0,2017.0,40.693267999999996,-73.94909799999998,2.4246616273005945,1.5981310294548585,218.07133418447512,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6890,43,A2, ,10309,1,A2,1
47,260000.0,2.0,0.0,2.0,3000.0,1610.0,1925.0,10.0,43.0,2016.0,40.661672700000004,-73.75451989999998,1.4911804751930864,3.4447334130683904,218.07379493826434,4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,1,13473,32,B2, ,11413,1,B2,0
48,730000.0,2.0,1.0,3.0,1675.0,2900.0,1931.0,9.0,36.0,2016.0,40.6822446,-73.76629849999998,1.4636337143390121,3.0288863196399314,218.0440117472056,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12485,56,S2, ,11434,1,S2,0
49,360000.0,1.0,0.0,1.0,2500.0,1266.0,1901.0,6.0,25.0,2017.0,40.632907200000005,-74.12421390000002,3.5423685540194434,2.317167411421205,218.1525125387317,5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,1,213,56,A1, ,10310,1,A1,1
50,1560000.0,3.0,0.0,3.0,4000.0,3085.0,1910.0,6.0,24.0,2017.0,40.6185692,-74.001023,3.1605536826913623,1.5974171715408798,217.9897245229656,3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6191,67,C0, ,11228,1,C0,1
51,565000.0,2.0,0.0,2.0,4000.0,2184.0,1965.0,9.0,39.0,2016.0,40.6705612,-73.82309040000001,1.2603312727745613,3.0612423816944854,218.04204776725038,4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,11803,43,B2, ,11420,1,B2,0
52,291200.0,1.0,0.0,1.0,2400.0,1190.0,1925.0,11.0,47.0,2016.0,40.65117499999999,-73.829044,1.0603762088172612,3.56688580315175,218.14101530798033,4,HOWARD BEACH,01 ONE FAMILY DWELLINGS                    ,1,14251,1611,A2, ,11414,1,A2,0
53,695000.0,2.0,0.0,2.0,2504.0,1584.0,1930.0,1.0,3.0,2017.0,40.705973,-73.8597879,4.435972336516219,1.5212190595312738,218.07924784469034,4,GLENDALE,02 TWO FAMILY DWELLINGS                    ,1,3859,213,B3, ,11385,1,B3,1
54,625000.0,2.0,0.0,2.0,5885.0,1812.0,1940.0,2.0,9.0,2017.0,40.8612598,-73.85372170000001,4.457676519342574,2.211530811291617,218.02435709518875,2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4455,9,B1, ,10469,1,B1,1
55,435000.0,1.0,0.0,1.0,2856.0,1224.0,1950.0,4.0,15.0,2017.0,40.693169700000006,-73.74444150000001,3.7016439975491586,1.4511194432697054,218.1119222215611,4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,12754,47,A5, ,11411,1,A5,1
56,645000.0,2.0,0.0,2.0,3010.0,1332.0,1930.0,9.0,37.0,2016.0,40.6771914,-73.8458443,0.9665390916523188,2.8674489281951043,218.07722450175564,4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,9156,30,B3, ,11417,1,B3,0
57,874676.0,2.0,0.0,2.0,4000.0,2650.0,2016.0,3.0,9.0,2017.0,40.540937899999996,-74.15186539999998,5.1902252100597845,3.633090834911621,218.0698489988749,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5277,43,B2, ,10308,1,B2,1
58,510000.0,2.0,0.0,2.0,2018.0,2200.0,1901.0,4.0,15.0,2017.0,40.701669,-73.87832499999998,3.6691906447327773,1.3652859231743864,218.0728530393579,4,GLENDALE,02 TWO FAMILY DWELLINGS                    ,1,3710,30,B1, ,11385,1,B1,1
59,346500.0,3.0,0.0,3.0,2588.0,3600.0,1930.0,9.0,39.0,2016.0,40.8220994,-73.85069829999998,1.7336565277204363,3.2778325358036224,217.99122294986668,2,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3611,41,C0, ,10473,1,C0,0
60,1470000.0,1.0,0.0,1.0,4000.0,2510.0,1910.0,6.0,23.0,2017.0,40.6168148,-74.01146700000001,3.2143583902617348,1.6312664536704484,218.09326509480056,3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6291,41,A9, ,11228,1,A9,1
61,700000.0,2.0,0.0,2.0,2000.0,2000.0,1925.0,3.0,9.0,2017.0,40.6696149,-73.78920140000001,3.9888096923573797,1.3843657223237822,218.0715588538073,4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12112,42,B3, ,11436,1,B3,1
62,250000.0,1.0,0.0,1.0,3142.0,1344.0,1940.0,1.0,4.0,2017.0,40.66670329999999,-73.74252229999998,4.590415592213305,1.9769402203169935,218.11715978724817,4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,13196,114,A1, ,11413,1,A1,1
63,370000.0,1.0,0.0,1.0,2622.0,1260.0,1950.0,3.0,13.0,2017.0,40.896640000000005,-73.84204040000002,4.397302438232231,2.506859694180401,218.1231608628774,2,WAKEFIELD,01 ONE FAMILY DWELLINGS                    ,1,5029,27,A5, ,10466,1,A5,1
64,420000.0,3.0,0.0,3.0,2350.0,3420.0,1920.0,7.0,28.0,2017.0,40.658249,-73.9239432,2.674538123847405,1.2738839427155828,217.99368499573882,3,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS                  ,1,4646,7,C0, ,11212,1,C0,1
65,215000.0,2.0,0.0,2.0,2056.0,2195.0,1930.0,3.0,12.0,2017.0,40.873591600000005,-73.8479827,4.291211291155506,2.2621189756353286,218.06830938017754,2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4740,6,B9, ,10469,1,B9,1
66,420000.0,2.0,0.0,2.0,4360.0,2257.0,1930.0,6.0,25.0,2017.0,40.6635,-73.832026,2.8978123542664864,1.0683518014188569,218.02856706762154,4,HOWARD BEACH,02 TWO FAMILY DWELLINGS                    ,1,14147,27,B3, ,11414,1,B3,1
67,760000.0,1.0,0.0,1.0,4400.0,1623.0,1920.0,8.0,33.0,2017.0,40.7027618,-73.83434799999998,2.5353505051182283,1.735925154455831,218.08730031366113,4,KEW GARDENS,01 ONE FAMILY DWELLINGS                    ,1,9232,29,A1, ,11418,1,A1,1
68,856500.0,1.0,0.0,1.0,2875.0,1891.0,1930.0,6.0,23.0,2017.0,40.744503,-73.907472,2.9206234185444275,0.909013373613493,218.1025858078577,4,WOODSIDE,01 ONE FAMILY DWELLINGS                    ,1,1328,21,A5, ,11377,1,A5,1
69,590000.0,1.0,0.0,1.0,2300.0,1272.0,1920.0,10.0,43.0,2016.0,40.69764620000001,-73.89226,0.766746993451685,3.204484612820875,218.13955672805452,4,GLENDALE,01 ONE FAMILY DWELLINGS                    ,1,3715,7,A1, ,11385,1,A1,0
70,515000.0,1.0,0.0,1.0,4000.0,1834.0,1940.0,4.0,17.0,2017.0,40.671178999999995,-73.74295099999998,3.6350070323969166,1.4390320439628361,218.08576001130652,4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,13171,5,A1, ,11413,1,A1,1
71,980000.0,2.0,0.0,2.0,2625.0,2160.0,1930.0,9.0,38.0,2016.0,40.591477600000005,-73.9491046,1.3635188009537753,3.0704840821473938,218.07773235393404,3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7422,128,B2, ,11235,1,B2,0
72,4750000.0,0.0,1.0,1.0,32256.0,3224.0,1976.0,4.0,14.0,2017.0,40.876838,-73.84568890000001,4.317576984149283,2.621064488173868,217.70560923614798,2,BAYCHESTER,22 STORE BUILDINGS                         ,4,4723,66,K5, ,10469,4,K5,1
73,994000.0,1.0,0.0,1.0,8136.0,1960.0,1945.0,11.0,44.0,2016.0,40.733471,-73.7475329,1.4970301439871136,3.623465793592848,218.03747458063776,4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS                    ,1,7797,40,A0, ,11427,1,A0,0
74,510000.0,2.0,0.0,2.0,7140.0,3624.0,1901.0,1.0,4.0,2017.0,40.591967600000004,-74.18759639999998,5.157043750166601,3.0934128853584775,218.0197365290998,5,TRAVIS,02 TWO FAMILY DWELLINGS                    ,1,2629,51,B2, ,10314,1,B2,1
75,355500.0,1.0,0.0,1.0,6000.0,2301.0,1915.0,1.0,3.0,2017.0,40.713955,-73.734565,4.726497724070056,2.2156907004012023,218.0627287474023,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10773,35,A1, ,11429,1,A1,1
76,630000.0,2.0,0.0,2.0,5000.0,2958.0,1940.0,9.0,37.0,2016.0,40.860558700000006,-73.8629717,2.09677372339137,3.4177617715157087,218.01706843376456,2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4353,35,B1, ,10467,1,B1,0
77,1100000.0,2.0,0.0,2.0,4000.0,2000.0,1930.0,12.0,49.0,2016.0,40.78405000000001,-73.8149569,1.5140064670137183,3.917406897754673,218.05518109246898,4,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4666,53,B2, ,11357,1,B2,0
78,660000.0,1.0,0.0,1.0,4000.0,1884.0,1970.0,4.0,15.0,2017.0,40.55047329999999,-74.140749,4.273630409689974,2.618553918802028,218.12026669294818,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5115,54,A2, ,10308,1,A2,1
79,930000.0,1.0,0.0,1.0,5800.0,1222.0,1950.0,6.0,23.0,2017.0,40.76819160000001,-73.875147,3.0019020581224205,1.1471036887760053,218.07162063454717,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4861,61,A2, ,11357,1,A2,1
80,1690000.0,6.0,0.0,6.0,2500.0,4875.0,1910.0,12.0,51.0,2016.0,40.67973320000001,-73.9074437,1.245905540257328,3.8867553062178044,217.8473006724196,3,OCEAN HILL,07 RENTALS - WALKUP APARTMENTS             ,2A,1540,18,C2,6,11233,2,C2,0
81,625000.0,1.0,0.0,1.0,1754.0,1008.0,1940.0,3.0,11.0,2017.0,40.769542,-73.791652,3.968180434013891,1.4889259197420823,218.1346887851692,4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,6021,7,A5, ,11358,1,A5,1
82,995000.0,3.0,0.0,3.0,2758.0,2208.0,1920.0,11.0,44.0,2016.0,40.753833,-73.86704399999998,1.098880192489565,3.480670201918739,218.0228963672935,4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1741,9,C0, ,11368,1,C0,0
83,499999.0,1.0,0.0,1.0,1680.0,1140.0,1920.0,3.0,12.0,2017.0,40.680923,-73.87219420000001,3.7718146436999036,0.9730700844645979,218.14136533589863,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4162,39,A9, ,11208,1,A9,1
84,415000.0,1.0,0.0,1.0,3243.0,944.0,1920.0,5.0,21.0,2017.0,40.627261100000005,-74.11831839999998,3.5774818931199643,1.9259473111710395,218.14383143523563,5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,310,206,A1, ,10310,1,A1,1
85,788000.0,2.0,0.0,2.0,2200.0,1936.0,1955.0,2.0,7.0,2017.0,40.7613074,-73.89654469999998,4.158424890397024,1.3761957824002962,218.06966317098346,4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1048,63,B1, ,11370,1,B1,1
86,446058.0,1.0,0.0,1.0,2000.0,1400.0,2003.0,3.0,11.0,2017.0,40.6049239,-74.12870199999998,4.666633341414944,2.909567720186029,218.15477269799302,5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,767,15,A5, ,10314,1,A5,1
87,392000.0,1.0,0.0,1.0,2900.0,1080.0,1915.0,2.0,5.0,2017.0,40.692192999999996,-73.797191,4.337893227376,1.6967754323468967,218.12851009647676,4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,10142,72,A5, ,11433,1,A5,1
88,610000.0,0.0,1.0,1.0,1155.0,1034.0,1920.0,6.0,25.0,2017.0,40.596608200000006,-73.92967890000001,3.059849175702832,1.461828688573479,218.1836583061983,3,GERRITSEN BEACH,21 OFFICE BUILDINGS                        ,4,8955,83,O7, ,11229,4,O7,1
89,270000.0,1.0,0.0,1.0,1600.0,1040.0,1935.0,4.0,15.0,2017.0,40.6678799,-73.7452349,3.703922075427418,1.452126097601928,218.13614128740767,4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,13185,8,A5, ,11413,1,A5,1
90,865000.0,1.0,0.0,1.0,4000.0,2230.0,1960.0,10.0,41.0,2016.0,40.7620689,-73.718395,1.941331494688286,3.5999577043475317,218.0841326612324,4,LITTLE NECK,01 ONE FAMILY DWELLINGS                    ,1,8399,203,A1, ,11362,1,A1,0
91,390000.0,2.0,0.0,2.0,1800.0,1404.0,1920.0,9.0,39.0,2016.0,40.683490899999995,-73.8364272,1.1225785718980723,2.999145187702841,218.0943342019317,4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9510,76,B3, ,11417,1,B3,0
92,980000.0,2.0,0.0,2.0,1800.0,2268.0,1910.0,3.0,12.0,2017.0,40.69343370000001,-73.94482239999998,3.8271491958967543,1.1770690310191108,218.0778148774653,3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1772,22,B3, ,11206,1,B3,1
93,2200000.0,3.0,0.0,3.0,1260.0,4209.0,1920.0,3.0,10.0,2017.0,40.656310100000006,-73.97457969999998,3.8701159523675535,1.1332574442183818,218.00199398495238,3,WINDSOR TERRACE,03 THREE FAMILY DWELLINGS                  ,1,5257,86,C0, ,11218,1,C0,1
94,550000.0,1.0,0.0,1.0,2500.0,1666.0,1930.0,5.0,21.0,2017.0,40.6272492,-73.93141259999999,3.1497483912695534,0.8790896672488498,218.1195843982729,3,FLATLANDS,01 ONE FAMILY DWELLINGS                    ,1,7794,34,A1, ,11234,1,A1,1
95,2700000.0,27.0,0.0,27.0,5830.0,20352.0,1931.0,2.0,7.0,2017.0,40.834168,-73.89714920000002,4.772730988778264,2.7261460035916993,216.5188357387957,2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS             ,2,2937,45,C1, ,10456,2,C1,1
