,SALE PRICE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,sale_month,sale_week,sale_year,latitude,longitude,deucli_k1,deucli_k2,deucli_k3,deucli_k4,deucli_k5,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,APARTMENT NUMBER,ZIP CODE,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,cluster
1788,700000.0,2.0,0.0,2.0,4025.0,1248.0,1935.0,12.0,49.0,2016.0,40.7259294,-73.8020526,4.41106245751355,0.9018625633170083,3.719094727608601,218.06896779199107,176.04857345843453,4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,6996,3,B3, ,11366,1,B3,1
1789,1240000.0,2.0,0.0,2.0,2500.0,1720.0,1960.0,10.0,42.0,2016.0,40.758645,-73.81551499999998,3.967441875150829,1.1783422064428457,3.2901259782840078,218.0714442192782,176.05225167964548,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5378,47,B2, ,11355,1,B2,1
1790,625000.0,3.0,0.0,3.0,2000.0,3072.0,2002.0,2.0,8.0,2017.0,40.6807758,-73.85521419999998,3.1475307783057493,4.599064383723722,2.479826636473986,218.00472242633015,176.08683410152196,4,OZONE PARK,03 THREE FAMILY DWELLINGS                  ,1,9082,39,C0, ,11416,1,C0,2
1791,520000.0,1.0,0.0,1.0,5242.0,1000.0,1960.0,4.0,14.0,2017.0,40.5643658,-74.1197521,1.2992671050511668,4.337142966594937,2.7635336277103364,218.11778846679775,176.13493157936261,5,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,1,4273,50,A2, ,10306,1,A2,0
1792,450000.0,1.0,0.0,1.0,2400.0,1608.0,1925.0,5.0,22.0,2017.0,40.695868,-73.7844537,3.62152988912775,3.1500367455737863,0.8875492422495824,218.1128746864271,176.0944952909546,4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,10187,20,A1, ,11433,1,A1,2
1793,700000.0,2.0,0.0,2.0,6630.0,2040.0,1948.0,10.0,41.0,2016.0,40.859441700000005,-73.839586,4.617119143010128,1.8496510787913873,3.532974055175748,218.013479905392,176.0575451346681,2,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4399,4,B3, ,10469,1,B3,1
1794,600000.0,1.0,0.0,1.0,1512.0,960.0,1940.0,3.0,10.0,2017.0,40.7613615,-73.7878085,3.96099108686025,3.9096206644628526,1.1424350892749229,218.13916919879023,176.1102786072528,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5325,168,A5, ,11358,1,A5,2
1795,520000.0,1.0,0.0,1.0,1800.0,1036.0,1925.0,11.0,45.0,2016.0,40.6114032,-73.9315618,3.432569413482838,1.231993200038606,3.5928321612771246,218.15964739005733,176.07828117165005,3,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,8504,30,A9, ,11234,1,A9,1
1796,380000.0,1.0,0.0,1.0,2325.0,858.0,1920.0,4.0,17.0,2017.0,40.7077171,-73.7360747,4.116061364983614,3.596133032038668,1.2284801149799636,218.13111528834426,176.10041747926468,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11197,114,A1, ,11429,1,A1,2
1797,475000.0,1.0,0.0,1.0,3000.0,1293.0,1925.0,5.0,18.0,2017.0,40.6975055,-73.7607368,3.8001057268739356,3.3350943703411944,1.0083111363218513,218.1112535843613,176.09693923277544,4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11008,22,A1, ,11412,1,A1,2
1798,4500000.0,1.0,0.0,1.0,1337.0,2040.0,1899.0,5.0,19.0,2017.0,40.6934387,-73.9979012,3.202244197511958,3.4549847100534627,1.5302000129406645,218.13792238859054,176.10543031594221,3,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,259,34,A4, ,11201,1,A4,2
1799,420000.0,1.0,0.0,1.0,4000.0,1150.0,1945.0,7.0,30.0,2017.0,40.688346,-73.7402819,3.625968397983515,2.808390806670327,1.630162330276919,218.0955674294781,176.08973046859145,4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,12808,60,A2, ,11411,1,A2,2
1800,250000.0,2.0,0.0,2.0,2500.0,1410.0,1910.0,11.0,45.0,2016.0,40.6748112,-73.88913199999999,3.999269672377935,0.9284262467863367,3.4706751912059897,218.09434582655376,176.04926913776492,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,3979,25,B2, ,11207,1,B2,1
1801,470000.0,1.0,0.0,1.0,3258.0,1028.0,1930.0,1.0,4.0,2017.0,40.676353999999996,-73.744798,4.231148307292838,4.530917743585519,1.7708490427382864,218.12339707351524,176.12218302445967,4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,13106,17,A2, ,11413,1,A2,2
1802,1100000.0,0.0,1.0,1.0,4375.0,2160.0,1940.0,5.0,18.0,2017.0,40.7301468,-73.88704090000002,3.009461719269918,3.1687521095592834,0.382371766688567,218.10398622280815,176.04598228104317,4,ELMHURST,32 HOSPITAL AND HEALTH FACILITIES          ,4,2805,14,I9, ,11373,4,I9,2
1803,547000.0,1.0,0.0,1.0,2000.0,1726.0,1930.0,4.0,16.0,2017.0,40.6437909,-73.93169959999999,2.594373058776514,3.481454521147234,0.9464684866763159,218.12576813768428,176.10621724334504,3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,4768,12,A5, ,11203,1,A5,2
